open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1.69882E+12,34445.3,34446.9,34372.3,34398.9,1620.95,1.69882E+12,55765152.85,19643,593.826,20430962.52,0
1.69882E+12,34398.9,34427.1,34342.5,34364.9,2274.568,1.69882E+12,78197528.3,26306,1088.377,37419383.38,0
1.69882E+12,34365,34403.7,34330.4,34390.2,2006.712,1.69882E+12,68950518.77,29336,1171.297,40247124.84,0
1.69882E+12,34390.2,34411.3,34385.1,34393.7,840.25,1.69882E+12,28904943.95,13086,476.735,16400362.78,0
1.69882E+12,34393.7,34434.4,34381.9,34431.1,1053.884,1.69882E+12,36269327.23,15817,569.766,19609128.04,0
1.69882E+12,34431,34431.1,34409.6,34422.9,958.053,1.69882E+12,32976903.61,12229,476.424,16398593.06,0
1.69882E+12,34422.9,34460,34404.8,34459.9,1277.771,1.69882E+12,44003222.21,16512,815.613,28088545.06,0
1.69882E+12,34459.9,34514.5,34452.7,34471.6,1901.694,1.69882E+12,65576799.31,22825,1033.038,35623016.58,0
1.69882E+12,34471.6,34498,34445,34498,826.693,1.69882E+12,28497909.28,14905,429.998,14823506.69,0
1.69882E+12,34498,34520,34461.5,34463.9,1798.214,1.69883E+12,62026951.94,21529,845.22,29157038.77,0
1.69883E+12,34464,34474.5,34437,34468.4,1120.114,1.69883E+12,38596614.79,15998,536.656,18492805,0
1.69883E+12,34468.4,34489.5,34424.9,34472.4,1183.726,1.69883E+12,40787246.75,16292,624.576,21523370.69,0
1.69883E+12,34472.5,34497,34466.2,34474,720.697,1.69883E+12,24850575.79,11296,388.475,13395179.76,0
1.69883E+12,34474.1,34474.1,34447.4,34454,705.375,1.69883E+12,24307361.86,10604,240.635,8291861.232,0
1.69883E+12,34454,34476.9,34424.6,34476.8,770.752,1.69883E+12,26549686.43,12213,352.549,12145426.69,0
1.69883E+12,34476.9,34476.9,34444.4,34469,755.996,1.69883E+12,26053245.8,10924,375.241,12931595.07,0
1.69883E+12,34469,34515.1,34454.4,34471.9,1073.834,1.69883E+12,37034568.29,14741,628.357,21669875.32,0
1.69883E+12,34471.8,34500,34447.3,34499.9,964.496,1.69883E+12,33245485.37,13448,457.007,15753614.01,0
1.69883E+12,34500,34502,34455.8,34461.1,807.601,1.69883E+12,27843225.2,9977,322.597,11120786.67,0
1.69883E+12,34461,34475.4,34441,34452.6,783.986,1.69883E+12,27016457.21,11797,346.64,11945716.55,0
1.69883E+12,34452.6,34452.7,34381,34422.4,2080.607,1.69884E+12,71608929.55,25242,863.611,29722071.69,0
1.69884E+12,34422.4,34422.4,34366,34387.6,2269.783,1.69884E+12,78056091.65,28308,871.853,29981625.42,0
1.69884E+12,34387.5,34429.7,34359.5,34413.3,2045.869,1.69884E+12,70377977.52,23084,1318.182,45349539.6,0
1.69884E+12,34413.4,34413.4,34354,34392.3,1544.924,1.69884E+12,53110057.6,20589,656.106,22553994.83,0
1.69884E+12,34392.4,34432.8,34385.2,34416.8,943.539,1.69884E+12,32472312.97,12924,571.3,19661985.66,0
1.69884E+12,34416.9,34469.9,34388.3,34442.9,1893.279,1.69884E+12,65180852.41,21338,1001.368,34478322.69,0
1.69884E+12,34442.9,34446.7,34400.4,34433.4,1238.154,1.69884E+12,42624905.54,18771,505.191,17393048.22,0
1.69884E+12,34433.4,34449.7,34355,34379.3,2470.858,1.69884E+12,84958304.12,27615,1133.593,38977164.39,0
1.69884E+12,34379.3,34504,34365,34465.4,3819.521,1.69884E+12,131587331.1,39459,2352.169,81032771.95,0
1.69884E+12,34465.4,34949.6,34460.8,34825.4,29933.479,1.69884E+12,1040290996,252978,17881.447,621300982.8,0
1.69884E+12,34825.4,34921.8,34744.2,34830.9,13280.859,1.69884E+12,462627282.3,135864,6990.694,243541089.1,0
1.69884E+12,34830.6,35249,34658,34753.5,41731.525,1.69885E+12,1459174405,349963,21242.09,743073574.6,0
1.69885E+12,34753.6,34785.2,34460,34576.3,29733.927,1.69885E+12,1027785791,263520,12574.963,434743568.2,0
1.69885E+12,34576.4,34615.3,34400,34612.7,12796.863,1.69885E+12,441528218.6,123614,5768.685,199100951.7,0
1.69885E+12,34612.8,34666,34540.5,34629.1,6549.761,1.69885E+12,226662674,75222,3202.53,110842263.3,0
1.69885E+12,34629.1,34676.7,34562,34601.9,5183.786,1.69885E+12,179494062,62559,2522.998,87369067.47,0
1.69885E+12,34601.8,34628,34547.6,34578,2518.887,1.69885E+12,87120038.25,34686,1080.741,37380842.9,0
1.69885E+12,34578,34587,34076,34184.6,27986.518,1.69885E+12,958901187.1,256418,11836.38,405484490.5,0
1.69885E+12,34184.2,34315.8,34164.1,34255.9,9028.591,1.69885E+12,309217153.3,101518,4449.224,152379495.6,0
1.69885E+12,34255.8,34323.2,34239.3,34292.5,3755.176,1.69885E+12,128774463.5,50647,1995.96,68446052.68,0
1.69885E+12,34292.5,34311.9,34230,34245.1,2641.044,1.69885E+12,90509635.11,35444,1242.785,42591840.09,0
1.69885E+12,34245.3,34319.6,34203.3,34296.9,2741.841,1.69885E+12,93938156.14,37641,1459.826,50017105.91,0
1.69885E+12,34296.9,34363,34288.8,34359.9,2692.408,1.69886E+12,92428624.72,35290,1543.118,52976738.01,0
1.69886E+12,34360,34463.5,34354.4,34440.4,4703.767,1.69886E+12,161853701.4,51482,2721.757,93658137.17,0
1.69886E+12,34440.5,34559.4,34381.7,34419.3,8325.612,1.69886E+12,287026651.5,83500,4498.175,155094510.3,0
